item_code,category,item,specification,unit, unit_price , purchase_year ,purchase_date,quantity,total_price,order_date,delivery_date,lead_time
AJAEM00001,"전기통신
및
소방설비",배선용차단기(MCCB),"TD 100N, 정격전압:460V, 50kv, 정격전류:16~100, 극수3P, 열동전자식(고정형)",대," 133,700 ",2022,2022-06-21,40," 5,348,000 ",2022-06-12,2022-11-13,154
AJAEN00001,"전기통신
및
소방설비",전자개폐기,"표준형 CMS-50, 11KW/220V, 22KW/460V, 2소자",대," 82,857 ",2022,2022-11-28,9," 745,713 ",2022-11-03,2023-01-20,78
AJAEO00001,"전기통신
및
소방설비",형광램프,"FL 20S-EX-D, 20W, 삼파장(번개표)",EA," 1,900 ",2022,2022-09-26,10," 19,000 ",2022-09-13,2022-09-15,2
AJAEP00001,"전기통신
및
소방설비",축전지,"자동차용축전지, BX 80 L/R, (12V,80AH)",EA," 115,000 ",2022,2022-08-20,31," 3,565,000 ",2022-08-02,2022-09-04,33
AJAEQ00001,"전기통신
및
소방설비",ABC소화기,"1.5kg(빌딩,공장용,대종규격)",대," 21,000 ",2022,2022-06-22,16," 336,000 ",2022-06-01,2022-09-30,121
AKAHP00001,기계공구,수중모터펌프,심정용 SP-1027,대," 2,140,000 ",2022,2022-08-15,13," 27,820,000 ",2022-08-11,2022-11-13,94
AKAES00001,기계공구,교류아크용접기,HAWL-130 10KVA 5KW 130A,대," 196,000 ",2022,2022-07-07,23," 4,508,000 ",2022-06-10,2022-07-05,25
AKAET00001,기계공구,용접봉,연강용 4.0mm(KSE-4301),kg," 3,666 ",2022,2022-08-13,37," 135,642 ",2022-08-06,2023-01-27,174
AKAEU00001,기계공구,전기드릴,PD-10C,대," 90,000 ",2022,2022-02-13,37," 3,330,000 ",2022-01-25,2022-06-18,144
AKAEV00001,기계공구,핸드그라인더,PG-6,대," 176,000 ",2022,2022-02-26,48," 8,448,000 ",2022-02-07,2022-03-11,32
AKAEW00001,기계공구,단열볼베어링,ZZ 6010(국산),EA," 8,549 ",2022,2022-10-11,36," 307,764 ",2022-09-21,2023-01-25,126
AKAEX00001,기계공구,유도전동기,저압모터 0.75KW 4P 삼상전폐(프리미엄효율),대," 502,000 ",2022,2022-08-07,35," 17,570,000 ",2022-08-01,2023-01-17,169
ALAEY00001,석유화학제품,나프타,공업용,ℓ,586,2022,2022-06-17,41," 24,026 ",2022-06-08,2022-08-24,77
ALAEZ00001,석유화학제품,에틸렌,99.8%이상,Ton," 1,125,000 ",2022,2022-11-13,34," 38,250,000 ",2022-11-02,2023-03-16,134
ALAFA00001,석유화학제품,프로필렌,96%화학용,Ton," 1,118,000 ",2022,2022-12-15,27," 30,186,000 ",2022-11-29,2023-03-31,122
ALAFB00001,석유화학제품,부타디엔,1.3 부타디엔,Ton," 1,000,000 ",2022,2022-05-16,13," 13,000,000 ",2022-05-15,2022-09-14,122
ALAFC00001,석유화학제품,벤젠,99.9% 용제용,Ton," 987,000 ",2022,2022-03-27,25," 24,675,000 ",2022-02-28,2022-06-03,95
ALAFD00001,석유화학제품,톨루엔,99%,Ton," 1,013,000 ",2022,2022-02-19,39," 39,507,000 ",2022-02-14,2022-07-11,147
ALAHU00001,석유화학제품,자일렌,(P-X)Para-Xylean,Ton," 1,099,000 ",2022,2022-01-17,5," 5,495,000 ",2022-01-08,2022-02-26,49
ALAHV00001,석유화학제품,카프로락탐,박편 99.9%,Ton," 2,190,000 ",2022,2022-01-16,38," 83,220,000 ",2021-12-25,2022-03-05,70
ALAFG00001,석유화학제품,테레프탈산,"4CBA, 25PPM이하",Ton," 1,035,000 ",2022,2022-09-06,33," 34,155,000 ",2022-08-26,2022-09-19,24
ALAFH00001,석유화학제품,에틸렌그리콜,MEG 99.9%,Ton," 1,100,000 ",2022,2022-01-17,3," 3,300,000 ",2022-01-06,2022-03-15,68
ALAFK00001,석유화학제품,PS,GPPS,Ton," 2,450,000 ",2022,2022-03-02,26," 63,700,000 ",2022-02-20,2022-06-02,102
ALAFL00001,석유화학제품,ABS,일반용 ,Ton," 2,800,000 ",2022,2022-05-07,1," 2,800,000 ",2022-04-26,2022-05-24,28
ALAFM00001,석유화학제품,PP,일반용 ,Ton," 1,750,000 ",2022,2022-06-23,8," 14,000,000 ",2022-06-13,2022-11-06,146
ALAHW00001,석유화학제품,SAN레진,SAN,Ton," 2,650,000 ",2022,2022-03-15,5," 13,250,000 ",2022-03-09,2022-03-21,12
ALAFP00001,석유화학제품,페놀,합성99% ,Ton," 1,700,000 ",2022,2022-10-18,35," 59,500,000 ",2022-10-04,2023-03-10,157
ALAFO00001,석유화학제품,페놀수지,"KC-4300, 함침용",kg," 2,800 ",2022,2022-08-20,8," 22,400 ",2022-08-03,2022-12-08,127
ALAHX00001,석유화학제품,염화비닐 수지,일반용 P-100,Ton," 2,798,000 ",2022,2022-09-02,25," 69,950,000 ",2022-08-27,2022-12-10,105
ALAFJ00001,석유화학제품,HDPE,사출용,Ton," 1,820,000 ",2022,2022-05-06,8," 14,560,000 ",2022-04-22,2022-08-19,119
ALAFQ00001,석유화학제품,PE필름,0.03㎜×90㎝×183ｍ,R/L," 35,870 ",2022,2022-11-10,23," 825,010 ",2022-11-09,2023-04-02,144
ALAFR00001,석유화학제품,PP필름,0.03㎜×10㎝×457ｍ,R/L," 9,530 ",2022,2022-02-21,17," 162,010 ",2022-01-27,2022-06-21,145
ALAFS00001,석유화학제품,천연고무,RSS #3,kg," 3,200 ",2022,2022-06-25,31," 99,200 ",2022-05-31,2022-10-09,131
ALAFT00001,석유화학제품,SBR,#1502,Ton," 3,400,000 ",2022,2022-06-15,45," 153,000,000 ",2022-05-18,2022-09-17,122
ALAFU00001,석유화학제품,LATEX,KSL203 in drum,Ton," 3,080,000 ",2022,2022-01-08,10," 30,800,000 ",2021-12-28,2022-03-12,74
ALAFV00001,석유화학제품,아크릴판,"10T, 3×6,  900㎜×1800㎜",매," 226,000 ",2022,2022-06-05,43," 9,718,000 ",2022-05-31,2022-07-16,46
ALAFW00001,석유화학제품,아크릴파이프,100Ø 8×1000㎜,EA," 113,300 ",2022,2022-03-09,19," 2,152,700 ",2022-02-14,2022-05-13,88
ALAFX00001,석유화학제품,PE판,"10T, 1200㎜×2400㎜",매," 189,200 ",2022,2022-10-11,7," 1,324,400 ",2022-09-17,2023-01-08,113
AMAFY00001,"가스,화공약품",염산,35% 공업용 25kg,통," 25,000 ",2022,2022-12-19,21," 525,000 ",2022-11-20,2023-02-22,94
AMAFZ00001,"가스,화공약품",질산,68% 공업용 25kg,통," 37,400 ",2022,2022-11-27,22," 822,800 ",2022-11-20,2022-12-28,38
AMAGA00001,"가스,화공약품",인산,85% 공업용 35kg,통," 227,700 ",2022,2022-11-07,30," 6,831,000 ",2022-10-21,2022-10-28,7
AMAGB00001,"가스,화공약품",황산,98%공업용 25kg,통," 29,700 ",2022,2022-08-17,29," 861,300 ",2022-08-04,2022-10-26,83
AMAGC00001,"가스,화공약품",가성소다,98% 고체 25kg,포," 57,200 ",2022,2022-07-24,25," 1,430,000 ",2022-07-12,2022-11-21,132
AMAGD00001,"가스,화공약품",소다회,"99%,중회(공업용) 25kg",포," 45,100 ",2022,2022-11-11,35," 1,578,500 ",2022-10-26,2022-11-03,8
AMAGE00001,"가스,화공약품",염화칼슘,74% 공업용 25kg,포," 27,500 ",2022,2022-12-24,3," 82,500 ",2022-12-11,2023-05-06,146
AMAGF00001,"가스,화공약품",암모니아수,"25%,18kg",통," 34,760 ",2022,2022-08-24,49," 1,703,240 ",2022-08-17,2022-09-14,28
AMAGG00001,"가스,화공약품",과산화수소,"35% 액상, 20kg",통," 55,000 ",2022,2022-12-19,45," 2,475,000 ",2022-11-29,2023-02-10,73
AMAGH00001,"가스,화공약품",산화크롬,98.5% 25kg,포," 718,300 ",2022,2022-09-26,45," 32,323,500 ",2022-09-22,2022-10-31,39
AMAGI00001,"가스,화공약품",산소,"99.99%액체가스,탱크로리 (1.14kg/ℓ)",ℓ, 520 ,2022,2022-12-07,26," 13,520 ",2022-11-18,2022-12-16,28
AMAGJ00001,"가스,화공약품",질소,"99.99%액체가스,탱크로리 (0.808kg/ℓ)",ℓ, 520 ,2022,2022-07-19,18," 9,360 ",2022-07-13,2022-12-17,157
AMAGK00001,"가스,화공약품",수소,"압축가스,99.9% 40L",병," 13,300 ",2022,2022-12-02,1," 13,300 ",2022-11-10,2023-01-24,75
AMAGL00001,"가스,화공약품",아세틸렌,98% 용접용 (1kg=853ℓ),kg," 22,200 ",2022,2022-09-22,5," 111,000 ",2022-09-13,2022-11-10,58
ANAGM00001,섬유제품,면솜,상품 3.75kg (목화솜),kg," 18,100 ",2022,2022-07-27,28," 506,800 ",2022-06-28,2022-10-17,111
ANAGN00001,섬유제품,화학솜,중품 3.75kg(열처리됨),kg," 9,400 ",2022,2022-11-05,24," 225,600 ",2022-10-20,2023-02-17,120
ANAGO00001,섬유제품,혼방면사,"30번수단사 (코마) 60/40, 181.44kg",kg," 4,900 ",2022,2022-08-19,18," 88,200 ",2022-08-05,2022-10-27,83
ANAGP00001,섬유제품,폴리에스테르F사,75D/36수 SD                                              ,kg," 2,330 ",2022,2022-02-24,40," 93,200 ",2022-02-22,2022-08-15,174
ANAGQ00001,섬유제품,아세테이트사,75D                                                                        ,kg," 7,070 ",2022,2022-05-12,40," 282,800 ",2022-05-04,2022-07-08,65
ANAGR00001,섬유제품,폴리에스테르DTY,150 D/SD A급                                                        ,kg," 2,330 ",2022,2022-09-10,36," 83,880 ",2022-09-07,2022-11-28,82
ANAHQ00001,섬유제품,아크릴사,32번수 단사 아크릴,kg," 6,559 ",2022,2022-10-21,45," 295,155 ",2022-10-13,2023-01-02,81
AOAGT00001,용지,중질지,70g/㎡4×6판                                         ,연," 46,220 ",2022,2022-01-03,36," 1,663,920 ",2021-12-08,2022-03-18,100
AOAGU00001,용지,백상지,70g/㎡4×6판                             ,연," 60,220 ",2022,2022-02-03,39," 2,348,580 ",2022-01-20,2022-03-05,44
AOAGV00001,용지,아트지,100g/㎡4×6판(양면)                 ,연," 82,200 ",2022,2022-08-06,7," 575,400 ",2022-07-11,2022-08-13,33
AOAGW00001,용지,박엽지,평량25g(식품포장용),Ton," 2,640,000 ",2022,2022-03-03,17," 44,880,000 ",2022-02-09,2022-05-21,101
AOAGX00001,용지,종이컵지,평량230g,Ton," 1,365,000 ",2022,2022-08-08,36," 49,140,000 ",2022-07-10,2022-11-09,122
AOAGY00001,용지,마니라판지,비코팅 200g/㎡4×6판             ,연," 131,840 ",2022,2022-01-24,6," 791,040 ",2022-01-03,2022-03-16,72
AOAGZ00001,용지,백크라프트지,75∼120g/㎡                             ,Ton," 2,346,000 ",2022,2022-12-21,26," 60,996,000 ",2022-12-03,2022-12-10,7
AOAHA00001,용지,골판지원지,KA180g/㎡                                ,Ton," 788,000 ",2022,2022-07-17,30," 23,640,000 ",2022-07-14,2023-01-04,174
AOAHB00001,용지,알루미늄박지,(7∼15μ)×100㎜                         ,kg," 6,500 ",2022,2022-09-21,20," 130,000 ",2022-09-01,2022-12-07,97
AOAHC00001,용지,전산지,백색평량70g/㎡                         ,Ton," 1,684,620 ",2022,2022-11-17,25," 42,115,500 ",2022-11-05,2023-04-03,149
APAHD00001,사무용품,컴퓨터본체,DM500S9Z-AD7BA,대," 980,000 ",2022,2022-02-20,21," 20,580,000 ",2022-02-19,2022-05-30,100
APAHE00001,사무용품,컬러레이져프린터,CLP-360                                                             ,대," 133,000 ",2022,2022-08-04,48," 6,384,000 ",2022-07-06,2022-07-26,20
APAHF00001,사무용품,CD-R,LG 700MB 52X 50장 케익,EA," 15,000 ",2022,2022-02-24,21," 315,000 ",2022-02-10,2022-08-09,180
APAHG00001,사무용품,팩시밀리,FAX L150,대," 277,000 ",2022,2022-08-01,43," 11,911,000 ",2022-07-24,2022-10-04,72
APAHH00001,사무용품,L형 데스크,SD316R 1600×1200×720mm,EA," 446,000 ",2022,2022-11-06,4," 1,784,000 ",2022-10-15,2023-04-12,179
APAHI00001,사무용품,회전의자(가죽),CH3100 685×665×1200~1270mm                           ,EA," 1,371,000 ",2022,2022-09-10,21," 28,791,000 ",2022-08-24,2022-11-04,72
AAAAA00001,철강재,원형봉강,SS275 16MM,kg," 1,020 ",2023,2023-11-11,11," 11,220 ",2023-11-04,2024-01-08,65
AAAAC00001,철강재,고장력철근,D10mm(하이바),M/T," 890,000 ",2023,2023-03-09,43," 38,270,000 ",2023-03-01,2023-07-05,126
AAAHR00001,철강재,초고장력철근,SD500 D10㎜,M/T," 930,000 ",2023,2023-07-15,32," 29,760,000 ",2023-06-29,2023-10-06,99
AAAAD00001,철강재,등변ㄱ형강(소형),65*65*6mm,kg," 1,020 ",2023,2023-06-28,43," 43,860 ",2023-06-05,2023-09-10,97
AAAAE00001,철강재,ㄷ형강,100*50*5mm,kg," 1,020 ",2023,2023-03-03,1," 1,020 ",2023-02-09,2023-04-13,63
AAAAF00001,철강재,4각강,12mm,kg," 1,020 ",2023,2023-03-04,47," 47,940 ",2023-02-19,2023-04-23,63
AAAHY00001,철강재,평강(평철),4.5t*50mm,kg," 1,020 ",2023,2023-08-23,17," 17,340 ",2023-08-21,2023-11-06,77
AAAAH00001,철강재,구조용H형강,"100*100*6*8mm(압연,중형)",M/T," 1,240,000 ",2023,2023-06-04,48," 59,520,000 ",2023-05-16,2023-05-21,5
AAAAI00001,철강재,열연박판,SS41 1.4≤T≤1.6mm(3'*6'),kg, 900 ,2023,2023-12-24,48," 43,200 ",2023-12-21,2024-06-15,177
AAAAJ00001,철강재,열연후판,SS41 12.0≤T≤20.0mm(8'*20'),kg," 1,110 ",2023,2023-02-05,6," 6,660 ",2023-01-30,2023-02-23,24
AAAAK00001,철강재,냉연강판,CR(SCP1) 1.0≤T≤1.75mm,kg," 1,050 ",2023,2023-11-21,16," 16,800 ",2023-11-17,2023-12-31,44
AAAAL00001,철강재,전기아연도강판,0.35≤T<0.4mm(3'*6'),매," 6,310 ",2023,2023-07-22,14," 88,340 ",2023-07-03,2023-11-05,125
AAAAM00001,철강재,아연도강판,T≤0.2mm(3'*6'),매," 4,170 ",2023,2023-07-20,44," 183,480 ",2023-06-21,2023-06-23,2
AAAAN00001,철강재,석도강판,0.25*5.6/5.6(50*50),M/T," 2,441,000 ",2023,2023-05-28,26," 63,466,000 ",2023-05-09,2023-08-02,85
AAAHZ00001,철강재,구조용강관,76.3*32.mm,m," 7,960 ",2023,2023-04-10,4," 31,840 ",2023-03-30,2023-05-21,52
AAAAP00001,철강재,보통철선,#10 3.2mm,kg," 1,390 ",2023,2023-04-26,40," 55,600 ",2023-03-28,2023-09-21,177
AAAAQ00001,철강재,소철선(어닐링),#6 4.0mm,kg," 1,460 ",2023,2023-04-25,36," 52,560 ",2023-04-13,2023-07-18,96
AAAAR00001,철강재,아연도철선,1종 #8 4.0mm,kg," 1,710 ",2023,2023-10-01,48," 82,080 ",2023-09-03,2024-02-29,179
AAAAS00001,철강재,경강선,선경 1.0~1.19mm,kg," 2,760 ",2023,2023-01-22,28," 77,280 ",2022-12-27,2022-12-29,2
AAAAT00001,철강재,PC강선2종,단선12.7mm 단중0.785/m,kg," 2,010 ",2023,2023-05-06,42," 84,420 ",2023-04-10,2023-07-15,96
AAAAU00001,철강재,와이어로프,6*24(도금) 마심10mm,m," 1,350 ",2023,2023-07-25,15," 20,250 ",2023-06-26,2023-07-07,11
AAAAV00001,철강재,철못,N25 25KG(일반용),Box," 40,460 ",2023,2023-02-15,14," 566,440 ",2023-01-28,2023-05-12,104
AAAAW00001,철강재,육각볼트,M6*20mm,EA, 24 ,2023,2023-10-10,0, - ,2023-09-11,2023-09-22,11
ABAIA00001,특수강재,스테인리스판,STS304 2.0mm,M/T," 3,500,000 ",2023,2023-12-23,12," 42,000,000 ",2023-11-27,2024-05-11,166
ABAIB00001,특수강재,스테인리스선,0.3mm(스프링용),kg," 9,550 ",2023,2023-12-12,48," 458,400 ",2023-11-21,2023-11-23,2
ABAAZ00001,특수강재,구조용스테인리스관(원형),STS304 12.7*1.0mm*0.291kg/m,m," 3,000 ",2023,2023-03-07,2," 6,000 ",2023-02-12,2023-07-01,139
ABAIC00001,특수강재,회주철품,GC-200,kg," 3,750 ",2023,2023-10-12,41," 153,750 ",2023-10-11,2024-02-20,132
ABABB00001,특수강재,기계구조용탄소강,SMxxC Ø25~250,kg," 1,960 ",2023,2023-12-11,5," 9,800 ",2023-11-23,2024-03-28,126
ACABC00001,비철제품,동판(1종),0.5*400*1200mm(KSD5201),kg," 14,910 ",2023,2023-05-25,29," 432,390 ",2023-05-11,2023-08-17,98
ACABD00001,비철제품,동봉,"두께6.1~10mm, 길이2~3mm",kg," 16,390 ",2023,2023-01-06,41," 671,990 ",2022-12-22,2023-04-29,128
ACABE00001,비철제품,동선,7.0~12.9mm(경질AA급),kg," 15,700 ",2023,2023-07-21,6," 94,200 ",2023-07-14,2023-11-11,120
ACABF00001,비철제품,황동판(2종),0.5*400*1200mm,kg," 11,590 ",2023,2023-12-22,32," 370,880 ",2023-11-29,2024-05-03,156
ACABG00001,비철제품,전기동,99.99% 이상,Ton," 12,460,000 ",2023,2023-01-22,2," 24,920,000 ",2023-01-03,2023-06-21,169
ACABH00001,비철제품,알루미늄괴,V-INGOT(수입),Ton," 3,826,000 ",2023,2023-10-11,24," 91,824,000 ",2023-09-25,2024-02-24,152
ACABI00001,비철제품,니켈,99.9%이상,kg," 25,500 ",2023,2023-07-21,15," 382,500 ",2023-07-07,2023-12-24,170
ACABJ00001,비철제품,카드뮴,99.9%이상(합금용),kg," 4,500 ",2023,2023-09-01,30," 135,000 ",2023-08-27,2024-01-21,147
ACABK00001,비철제품,전기아연,99.995%(SHG),Ton," 4,067,000 ",2023,2023-07-23,48," 195,216,000 ",2023-06-27,2023-11-17,143
ACABL00001,비철제품,전기연,99.99%이상,Ton," 3,392,000 ",2023,2023-11-25,2," 6,784,000 ",2023-11-16,2024-02-05,81
ACABM00001,비철제품,주석(석괴),99.99%이상,kg," 34,000 ",2023,2023-11-17,33," 1,122,000 ",2023-10-26,2023-10-31,5
ACABN00001,비철제품,망간,99.98%이상,kg," 2,850 ",2023,2023-05-06,18," 51,300 ",2023-04-16,2023-05-21,35
ACABO00001,비철제품,연판,1*909*1818mm,매," 80,850 ",2023,2023-12-08,43," 3,476,550 ",2023-11-26,2024-02-05,71
ACAID00001,비철제품,봉땜납,Sn50%,kg," 34,000 ",2023,2023-04-06,50," 1,700,000 ",2023-03-25,2023-08-19,147
ACABQ00001,비철제품,알루미늄판,0.4*400*1200mm(A1050),kg," 5,190 ",2023,2023-01-12,5," 25,950 ",2022-12-31,2023-03-04,63
ACABR00001,비철제품,알루미늄관,22*1.0mm  3m,본," 3,630 ",2023,2023-04-17,16," 58,080 ",2023-03-20,2023-07-09,111
ADABS00001,골재 및 목재,모래,"강모래, 시내도착도 (서울)",㎥," 38,000 ",2023,2023-03-25,31," 1,178,000 ",2023-03-12,2023-03-31,19
ADABT00001,골재 및 목재,자연자갈,#57  25mm 시내도착도 (서울),㎥," 30,000 ",2023,2023-06-01,37," 1,110,000 ",2023-05-16,2023-10-09,146
ADABU00001,골재 및 목재,쇄석자갈,#467  40mm  시내도착도 (서울),㎥," 30,000 ",2023,2023-04-07,41," 1,230,000 ",2023-03-13,2023-03-24,11
ADABV00001,골재 및 목재,시멘트(보통),40Kg(포장품) (서울),포," 7,400 ",2023,2023-08-16,49," 362,600 ",2023-08-12,2024-02-07,179
ADABW00001,골재 및 목재,백시멘트,40Kg/Net (서울),포," 16,000 ",2023,2023-11-23,47," 752,000 ",2023-10-31,2024-01-22,83
ADABX00001,골재 및 목재,타일시멘트,"줄눈용백색. ISO인증, KS인증 25Kg",포," 7,500 ",2023,2023-02-18,44," 330,000 ",2023-02-06,2023-03-20,42
ADABY00001,골재 및 목재,레미콘,25mm 18Mpa*8㎝,㎥," 91,086 ",2023,2023-11-02,37," 3,370,182 ",2023-10-06,2023-11-25,50
ADABZ00001,골재 및 목재,미송각재,30*30*3600㎜,재," 2,700 ",2023,2023-11-18,6," 16,200 ",2023-10-30,2023-12-16,47
ADACA00001,골재 및 목재,외송각재,30*30*3600㎜,재," 2,400 ",2023,2023-04-24,21," 50,400 ",2023-03-28,2023-09-07,163
ADACB00001,골재 및 목재,나왕각재,45*90*3600㎜,재," 6,500 ",2023,2023-11-18,26," 169,000 ",2023-11-05,2024-02-10,97
ADACC00001,골재 및 목재,미송판재,30*300*3600㎜,재," 3,000 ",2023,2023-10-11,15," 45,000 ",2023-09-25,2024-01-13,110
ADACD00001,골재 및 목재,외송판재,30*300*3600㎜,재," 2,700 ",2023,2023-10-13,48," 129,600 ",2023-09-18,2023-12-14,87
ADACE00001,골재 및 목재,나왕판재,30*300*3600㎜(상품),재," 7,000 ",2023,2023-08-27,6," 42,000 ",2023-07-29,2023-10-10,73
AGAIR00001,배관설비재,배관용탄소강관(흑관),20mm 반제품KS(흑관),m," 2,230 ",2023,2023-02-27,25," 55,750 ",2023-02-26,2023-03-22,24
AGAIS00001,배관설비재,배관용탄소강관(백관),20mm 반제품 KS,m," 2,970 ",2023,2023-06-12,25," 74,250 ",2023-06-03,2023-11-03,153
AGADQ00001,배관설비재,공업배관용스테인리스관,STS 304 21.7*2.0mm 15A,m," 6,490 ",2023,2023-03-07,27," 175,230 ",2023-03-05,2023-03-20,15
AGAIT00001,배관설비재,폴리부틸렌파이프(PB),"급수,급탕관(직관,롤관) 15mm",m, 960 ,2023,2023-04-26,32," 30,720 ",2023-03-31,2023-06-18,79
AGADS00001,배관설비재,PVC파이프,수도용직관 20mmx4m,본," 4,040 ",2023,2023-06-01,8," 32,320 ",2023-05-06,2023-06-27,52
AGADT00001,배관설비재,동파이프,L-TYPE  15A   15.88mm,m," 6,560 ",2023,2023-01-21,33," 216,480 ",2022-12-29,2023-02-19,52
AGAIU00001,배관설비재,수도용 폴리에틸렌관,"SDR11, PE80, 무공관 20mm",m, 800 ,2023,2023-03-27,24," 19,200 ",2023-03-22,2023-05-17,56
AGADV00001,배관설비재,가스관,PLP- 가스관 150A,m," 53,590 ",2023,2023-09-15,3," 160,770 ",2023-09-01,2023-09-24,23
AGADW00001,배관설비재,가단주철제관이음쇠(흑관),나사식소켓 15mm 1/2inch,EA, 760 ,2023,2023-08-14,24," 18,240 ",2023-08-12,2023-09-30,49
AGAIV00001,배관설비재,동관이음쇠(90도 엘보 KSD5578),65mm   외경 66.68mm,EA," 25,830 ",2023,2023-02-05,24," 619,920 ",2023-01-09,2023-03-26,76
ASAHM00001,배관설비재,가스온풍기,RHF-1004F,대," 1,105,000 ",2023,2023-07-19,20," 22,100,000 ",2023-07-10,2023-12-02,145
AHADY00001,배관설비재,청동제밸브,"게이트 15mm 1/2"" 5kg/㎠",EA," 11,310 ",2023,2023-03-06,16," 180,960 ",2023-02-23,2023-07-05,132
AHADZ00001,배관설비재,주철제밸브,"게이트 80mm 3"" 10kg/㎠",EA," 128,950 ",2023,2023-03-03,29," 3,739,550 ",2023-02-05,2023-02-12,7
AQAHJ00001,배관설비재,대변기,서양식탱크일체형사이펀변기(하이형)2020C,조," 230,000 ",2023,2023-07-03,32," 7,360,000 ",2023-06-13,2023-09-02,81
ARAHK00001,배관설비재,가스보일러,S-LINE 와인콘덴싱 16000kcal/h  대성쎌틱에너시스 ,대," 600,000 ",2023,2023-04-15,12," 7,200,000 ",2023-04-08,2023-07-04,87
ARAHL00001,배관설비재,기름보일러,"일반 철재 디럭스(소형), 13000kacl/h, 귀뚜라미",대," 499,400 ",2023,2023-11-27,38," 18,977,200 ",2023-10-28,2024-01-10,74
ASAHN00001,배관설비재,시스템에어컨디셔너,실외기 수냉식 Multi  V  18HP,대," 13,455,000 ",2023,2023-05-11,5," 67,275,000 ",2023-04-22,2023-04-29,7
AIAEB00001,배관설비재,미네랄울파이프카바,"40mm,1 1/2″, 40T",m," 5,220 ",2023,2023-02-19,30," 156,600 ",2023-01-21,2023-04-20,89
AGAJE00001,배관설비재,주강제 밸브,게이트 80mm 10kg/cm2,EA," 475,640 ",2023,2023-05-27,5," 2,378,200 ",2023-04-30,2023-10-07,160
AJAEC00001,전기통신,HIV전선,단선2.5SQ(1.78mm),m, 337 ,2023,2023-02-23,27," 9,099 ",2023-02-19,2023-03-03,12
AJAED00001,전기통신,OW전선,연선 14㎟,m," 2,300 ",2023,2023-03-04,32," 73,600 ",2023-02-13,2023-06-19,126
AJAEE00001,전기통신,F-CV전선,1C 2.5SQ 0.6/1KV ,m, 755 ,2023,2023-08-07,27," 20,385 ",2023-08-05,2023-09-29,55
AUAJI00001,전기통신,고주파동축케이블(KSC 3610),"ECX  5C-2V, 1×0.8㎜(소선수*소선경) 75Ω",m, 910 ,2023,2023-07-19,38," 34,580 ",2023-07-16,2023-07-21,5
AJAEG00001,전기통신,CPEV전화케이블,"0.5mm, 200P",m," 21,320 ",2023,2023-03-20,19," 405,080 ",2023-03-05,2023-06-22,109
AUAJK00001,전기통신,LAN(UTP) 케이블,"UTP CAT.5E/CM(U/UTP),  24AWG×4PR",m, 790 ,2023,2023-08-05,46," 36,340 ",2023-07-26,2023-11-17,114
AJAEI00001,전기통신,에나멜동선,PEW/UEW 0.14mm,kg," 16,662 ",2023,2023-01-01,34," 566,508 ",2022-12-28,2023-03-07,69
AJAEJ00001,전기통신,강제전선관,"KSC8401, 16mm, 21.0*2.20mm, 1.02kg/m",m," 3,100 ",2023,2023-10-26,29," 89,900 ",2023-10-08,2024-01-30,114
AJAHO00001,전기통신,FC통신관,50mm(1본=60m),본," 21,500 ",2023,2023-02-01,28," 602,000 ",2023-01-30,2023-04-22,82
AJAEL00001,전기통신,몰드변압기,"100KVA (22.9Kv/480Kv 이하) 3상, 표준소비효율",대," 14,600,000 ",2023,2023-04-13,14," 204,400,000 ",2023-04-06,2023-07-18,103
AJAEM00001,전기통신,배선용차단기(MCCB),"TD 100N, 정격전압:460V,50KV, 정격전류:16~100, 극수3P, 열동전자식(고정형)",대," 133,700 ",2023,2023-09-16,50," 6,685,000 ",2023-09-08,2024-01-15,129
AJAEN00001,전기통신,전자개폐기,"표준형 CMS-50, 11KW/220V, 22KW/460V, 2소자",대," 82,857 ",2023,2023-08-04,9," 745,713 ",2023-07-29,2023-10-30,93
AJAEO00001,전기통신,형광램프,"컴팩트형광등 FPL, 36W 삼파장(오스람)",EA," 1,900 ",2023,2023-01-06,18," 34,200 ",2022-12-23,2023-01-25,33
AJAEP00001,전기통신,축전지,"자동차용 축전지, BX80L/R(12V,80AH)",EA," 115,000 ",2023,2023-10-24,11," 1,265,000 ",2023-10-16,2023-12-24,69
AJAEQ00001,소방설비,ABC소화기,"1.5KG(빌딩,공장용,대종규격)",대," 21,000 ",2023,2023-05-17,27," 567,000 ",2023-04-27,2023-09-21,147
AFACR00001,건축자재,콘크리트벽돌,190*90*57mm(KS),매, 90 ,2023,2023-02-11,28," 2,520 ",2023-01-30,2023-04-22,82
AFAJU00001,건축자재,점토(미장)벽돌,190*90*57mm,매, 480 ,2023,2023-02-03,20," 9,600 ",2023-01-31,2023-05-26,115
AFAJV00001,건축자재,속빈콘크리트블록,"B-6, 150*190*390mm(KS)",매," 1,000 ",2023,2023-08-28,16," 16,000 ",2023-08-01,2023-10-05,65
AFACU00001,건축자재,대리석,"신써니메이지(브러쉬) T28(벽체용)600×900,600×1200mm",㎡," 45,000 ",2023,2023-11-23,2," 90,000 ",2023-11-04,2024-03-29,146
AFACV00001,건축자재,화강석,"화강석(원석), 포천석, A급",재," 10,000 ",2023,2023-11-24,20," 200,000 ",2023-11-15,2024-03-24,130
AFACX00001,건축자재,외장타일,"200*200*9T(파스텔, 무유, 일반컬러)",㎡," 39,000 ",2023,2023-03-15,47," 1,833,000 ",2023-03-15,2023-03-16,1
